"","targetColumns","Dataset","model","Material","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","Mollusk","Full","BLM1_fit",NA,0.0392437712876501,0.000282904367521431,0.154481865945522,0.00317802391606939
"2","Mollusk","Full","BLM1_fit_NoErrors",NA,0.0393994990764043,0.000286955015250114,0.152313727174086,0.00320742400637689
"3","Mollusk","Full","BLM3","1",0.0333426119322753,0.00213989161954591,0.224665919196973,0.025987943225194
"4","Mollusk","Full","BLM3","2",0.0393618840313814,0.000277583113856007,0.153455665621345,0.0030642555005696
"5","Mollusk","Full","Deming",NA,0.0420180512933623,0.00221355511529886,0.126181620020583,0.0211705268663663
"6","Mollusk","Full","LM",NA,0.0393919904982033,0.000365025723281824,0.152393864491053,0.00417028251617487
"7","Mollusk","Full","Weighted",NA,0.0393089257107798,0.000306772690154153,0.153315582017227,0.0034591375891552
"8","Mollusk","Full","York",NA,0.0390763349145836,0.00047934450839944,0.157381518836135,0.0055417048069451
"9","Mollusk","subsets","BLM1_fit","1",0.0337848566406117,0.00172315802397188,0.219330383634125,0.0208597369162149
"10","Mollusk","subsets","BLM1_fit","2",0.0393766282890871,0.000288383542460564,0.153277696748711,0.00315732735444875
"11","Mollusk","subsets","BLM1_fit_NoErrors","1",0.0340303235646961,0.00173549837560902,0.216619174501526,0.021182853801958
"12","Mollusk","subsets","BLM1_fit_NoErrors","2",0.0395561995142013,0.000300706141405442,0.150803053730331,0.00329140766345448
"13","Mollusk","subsets","BLM3","1",0.033517470334314,0.00160168897633302,0.222528963951653,0.0194010417450234
"14","Mollusk","subsets","BLM3","2",0.0393717213992823,0.000290667237002649,0.153326570196168,0.00321375979042732
"15","Mollusk","subsets","Deming","1",0.0450052139246739,0.0303618599377605,0.0859786082209831,0.369162292122921
"16","Mollusk","subsets","Deming","2",0.0422115003051949,0.000448683369250345,0.133383699810096,0.00328506540915291
"17","Mollusk","subsets","LM","1",0.035102545419979,0.00133576548083477,0.203942282109959,0.0145849109088175
"18","Mollusk","subsets","LM","2",0.0392459961185785,0.000231086686065269,0.153349165536652,0.00203783489393277
"19","Mollusk","subsets","Weighted","1",0.0326835342764333,0.000546513858431853,0.233615521575707,0.00410737506418127
"20","Mollusk","subsets","Weighted","2",0.0389796668188466,0.000249200263332485,0.15784218474086,0.00341101691226155
"21","Mollusk","subsets","York","1",0.0342891987570785,0.00048565344737371,0.214160395334085,0.00550107666402902
"22","Mollusk","subsets","York","2",0.0389152956084015,0.000924941716788314,0.158329736415672,0.00618235578199898
