"","Material","Freq","Dataset","model","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","Benthic",67,"Full","BLM3",0.0276099557475905,0.0030283416513527,0.299272875276337,0.0388097789343845
"2","Benthic",67,"subsets","BLM1_fit",0.0328753679327251,0.00551464117920766,0.231882393698334,0.0706287630155065
"3","Benthic",67,"subsets","BLM1_fit_NoErrors",0.0277545064181953,0.00272700649759952,0.29745943614778,0.0348932969653684
"4","Benthic",67,"subsets","BLM3",0.0276650132792659,0.00264163748007809,0.298576267269521,0.0338154133343095
"5","Benthic",67,"subsets","Deming",0.0292662414138905,0.00421842759570691,0.279448884731466,0.0537819809514242
"6","Benthic",67,"subsets","LM",0.0276285685716704,0.00274178884467555,0.298830447860596,0.0350023941801534
"7","Benthic",67,"subsets","Weighted",0.0272570503358974,0.00261325802913872,0.303838718415157,0.0334066162140209
"8","Benthic",67,"subsets","York",0.0291928768449155,0.00370352924972573,0.28046824599106,0.0474917501122419
"9","Planktic",193,"Full","BLM3",0.0401803459218179,0.00202337995034226,0.141746489509496,0.0238420011339507
"10","Planktic",193,"subsets","BLM1_fit",0.0462604919855148,0.00502413470707676,0.0702021570005332,0.059132227146134
"11","Planktic",193,"subsets","BLM1_fit_NoErrors",0.0400419042474117,0.00201240234905661,0.143362723213366,0.0237110830408188
"12","Planktic",193,"subsets","BLM3",0.0401043097630564,0.00202279758862144,0.142642065279764,0.0238445348622239
"13","Planktic",193,"subsets","Deming",0.0515808722850409,0.00314662226892518,0.00957884081388542,0.0366295841034769
"14","Planktic",193,"subsets","LM",0.039801205943457,0.00166670627957034,0.146132375401655,0.0197313777995915
"15","Planktic",193,"subsets","Weighted",0.0399627183948322,0.00154668618655075,0.144218206170509,0.0184905998666362
"16","Planktic",193,"subsets","York",0.0508440346343425,0.00340663866019781,0.0181810363822617,0.0397936158545539
